song_id,n_melody_frames,n_beats,rest_ratio,lowest_pitch,highest_pitch,pitch_range,unique_pitches,unique_chords
084,472,252,0.7139830508474576,69,88,19,10,13
085,784,457,0.6186224489795918,67,91,24,13,25
086,551,281,0.4301270417422868,67,86,19,9,14
087,501,263,0.4231536926147704,67,84,17,11,16
088,1098,574,0.22040072859744986,57,76,19,11,28
089,618,312,0.40291262135922334,69,83,14,8,18
090,580,298,0.6896551724137931,69,84,15,8,11
091,407,213,0.49877149877149873,74,93,19,12,15
092,492,252,0.3617886178861789,69,88,19,12,15
093,651,349,0.6466973886328725,67,84,17,9,17
094,518,268,0.6081081081081081,72,88,16,9,13
095,693,361,0.5079365079365079,67,87,20,20,30
096,726,394,0.3236914600550964,64,84,20,12,11
097,599,304,0.3823038397328882,60,76,16,9,12
098,108,54,0.41666666666666663,72,84,12,8,6
099,573,305,0.49563699825479934,69,86,17,15,27
100,536,276,0.42350746268656714,67,84,17,10,11
101,632,318,0.34018987341772156,69,84,15,8,15
102,1163,602,0.5365434221840069,67,88,21,12,25
103,632,317,0.3892405063291139,69,84,15,8,11
104,450,229,0.6022222222222222,72,88,16,8,7
105,875,472,0.25828571428571434,69,88,19,11,7
106,658,353,0.3556231003039514,79,97,18,12,20
107,1012,505,0.41403162055335974,55,81,26,14,16
108,653,353,0.4379785604900459,67,82,15,14,20
109,519,262,0.6146435452793835,72,88,16,12,11
110,514,275,0.622568093385214,67,89,22,12,18
111,591,305,0.3756345177664975,72,88,16,10,25
112,543,253,0.6040515653775322,72,89,17,11,12
113,663,365,0.4057315233785822,67,84,17,11,24
114,610,306,0.3278688524590164,64,81,17,10,11
115,692,364,0.2442196531791907,57,78,21,14,16
116,433,215,0.7413394919168591,67,84,17,12,15
117,542,285,0.6549815498154982,57,69,12,5,8
118,592,321,0.8530405405405406,72,83,11,6,10
119,543,289,0.4456721915285451,57,76,19,13,12
120,419,219,0.3675417661097852,69,84,15,9,7
121,765,384,0.25620915032679736,55,72,17,10,9
122,544,288,0.2959558823529411,57,76,19,12,14
123,585,316,0.3931623931623932,60,83,23,14,24
124,487,261,0.2607802874743327,60,79,19,9,17
125,648,361,0.20370370370370372,52,69,17,9,11
126,700,368,0.42714285714285716,60,81,21,15,29
127,746,392,0.593833780160858,67,81,14,8,12
128,473,240,0.4566596194503171,60,81,21,10,8
129,828,447,0.1594202898550725,67,83,16,10,22
130,527,285,0.4440227703984819,67,86,19,11,11
131,546,254,0.2985347985347986,69,84,15,9,9
132,542,293,0.11439114391143912,55,69,14,9,23
133,642,328,0.2928348909657321,52,67,15,10,18
134,689,369,0.3759071117561683,47,65,18,12,15
135,692,366,0.17485549132947975,60,76,16,13,18
136,566,299,0.36042402826855124,55,74,19,9,7
137,547,289,0.6014625228519195,55,72,17,11,12
138,894,448,0.16554809843400442,67,86,19,10,16
139,517,292,0.3036750483558994,67,85,18,14,13
140,905,455,0.5049723756906077,60,74,14,10,20
141,630,321,0.36984126984126986,52,64,12,9,18
142,593,299,0.35244519392917373,57,79,22,11,14
143,884,462,0.18778280542986425,55,72,17,10,20
144,512,275,0.17578125,67,84,17,10,10
145,325,171,0.41538461538461535,64,77,13,9,23
146,734,386,0.21253405994550412,55,72,17,9,8
147,507,266,0.20118343195266275,67,83,16,12,23
148,972,493,0.17695473251028804,55,77,22,14,36
149,597,319,0.47571189279731996,62,80,18,17,25
150,529,279,0.0964083175803403,67,83,16,15,15
151,538,268,0.18215613382899631,64,81,17,11,22
152,1098,554,0.2632058287795993,55,76,21,18,38
153,694,367,0.28242074927953886,64,81,17,9,12
154,828,414,0.0531400966183575,67,84,17,11,22
155,482,241,0.0705394190871369,65,84,19,12,11
156,832,444,0.21153846153846156,64,84,20,9,19
157,837,424,0.46117084826762245,69,93,24,12,14
158,782,415,0.18158567774936063,64,79,15,12,15
159,818,410,0.44254278728606355,67,81,14,9,9
160,538,272,0.362453531598513,67,83,16,10,13
161,339,174,0.30678466076696165,55,72,17,9,15
162,577,318,0.5684575389948007,60,76,16,9,11
163,685,343,0.4846715328467154,57,74,17,10,7
164,364,177,0.3928571428571429,52,67,15,8,10
165,581,261,0.5180722891566265,69,88,19,10,7
166,608,331,0.6825657894736843,60,76,16,8,15
167,600,324,0.4,67,81,14,8,12
168,674,354,0.2373887240356083,55,79,24,15,8
169,361,199,0.15512465373961215,65,79,14,10,7
170,677,338,0.2998522895125554,50,69,19,11,11
171,427,233,0.5081967213114754,60,76,16,9,8
172,520,279,0.3153846153846154,65,84,19,12,18
173,726,377,0.24517906336088158,64,77,13,8,11
174,513,263,0.4463937621832359,55,76,21,8,9
175,486,230,0.38888888888888884,57,81,24,15,25
176,564,290,0.3351063829787234,67,84,17,8,10
177,495,249,0.303030303030303,67,101,34,21,24
178,600,300,0.2533333333333333,67,82,15,14,28
179,741,370,0.2672064777327935,67,81,14,7,15
180,735,401,0.27755102040816326,67,86,19,18,41
181,540,281,0.32407407407407407,60,79,19,16,43
182,554,275,0.46570397111913353,64,81,17,10,17
183,539,271,0.14842300556586274,67,84,17,9,17
184,545,258,0.41467889908256883,69,88,19,11,15
185,904,482,0.2168141592920354,67,88,21,12,24
186,524,261,0.18320610687022898,72,92,20,17,42
187,872,473,0.4254587155963303,67,84,17,8,24
188,836,437,0.08253588516746413,67,81,14,9,27
189,533,281,0.4165103189493433,67,83,16,10,25
190,621,312,0.46376811594202894,64,83,19,14,23
191,541,275,0.39741219963031427,67,86,19,9,23
192,570,287,0.33333333333333337,67,84,17,8,24
193,540,281,0.40555555555555556,76,91,15,9,29
194,903,460,0.25249169435215946,57,81,24,14,40
195,749,386,0.2590120160213618,64,76,12,7,23
196,1564,785,0.2538363171355499,67,88,21,11,32
197,1106,575,0.5289330922242315,64,81,17,10,43
198,859,485,0.3527357392316647,55,72,17,10,25
199,309,149,0.15210355987055013,60,88,28,12,13
200,816,439,0.4901960784313726,67,86,19,11,19
201,671,338,0.23994038748137114,62,84,22,13,23
202,464,248,0.07112068965517238,67,87,20,19,25
203,881,450,0.18047673098751416,59,91,32,20,28
204,783,492,0.29501915708812265,64,84,20,10,31
205,794,415,0.47858942065491183,67,96,29,15,18
206,726,362,0.4118457300275482,67,86,19,13,21
207,922,507,0.5672451193058569,60,81,21,13,34
208,1132,565,0.16961130742049468,59,79,20,11,22
209,1208,620,0.14155629139072845,62,81,19,12,34
210,861,447,0.10917537746806039,60,79,19,11,29
211,975,505,0.17230769230769227,57,79,22,11,38
212,772,399,0.4015544041450777,50,76,26,12,29
213,1090,544,0.06880733944954132,67,86,19,14,31
214,1100,600,0.23909090909090913,64,81,17,9,30
215,958,501,0.17849686847599167,67,84,17,13,32
216,961,508,0.11446409989594175,67,86,19,11,31
217,575,324,0.28695652173913044,67,79,12,8,16
218,703,351,0.21337126600284495,66,84,18,12,19
219,342,153,0.36257309941520466,67,86,19,11,13
220,762,405,0.25196850393700787,48,69,21,11,31
221,729,378,0.4417009602194787,74,88,14,7,24
222,515,266,0.483495145631068,60,79,19,9,22
223,1020,561,0.265686274509804,67,84,17,11,33
224,651,339,0.16282642089093702,67,85,18,16,44
225,742,389,0.1846361185983828,69,86,17,11,34
226,573,278,0.13961605584642234,57,81,24,11,23
227,548,289,0.010948905109489093,59,88,29,18,28
228,1227,613,0.30725346373268136,55,72,17,9,27
229,611,305,0.11620294599018,62,81,19,12,21
230,450,248,0.2466666666666667,67,88,21,10,25
231,683,376,0.24450951683748168,69,84,15,8,30
232,1040,535,0.2288461538461538,72,90,18,14,45
233,614,329,0.2296416938110749,67,84,17,12,22
234,927,552,0.25997842502696866,60,84,24,14,36
235,452,233,0.29646017699115046,67,84,17,8,26
236,1100,566,0.15363636363636368,60,88,28,13,30
237,635,332,0.3133858267716535,72,86,14,10,25
238,710,359,0.20845070422535217,72,89,17,11,18
239,692,366,0.18497109826589597,76,96,20,13,29
240,1123,570,0.3419412288512912,76,91,15,9,32
241,378,182,0.2751322751322751,64,84,20,11,19
242,547,281,0.19744058500914075,55,76,21,11,26
243,667,334,0.1004497751124438,60,81,21,15,33
244,611,312,0.2585924713584288,74,89,15,9,20
245,642,336,0.2679127725856698,69,88,19,11,28
246,844,433,0.18957345971563977,60,81,21,11,27
247,970,489,0.311340206185567,60,84,24,15,35
248,705,356,0.1886524822695036,60,79,19,11,12
249,821,449,0.25091352009744217,57,76,19,10,25
250,1529,770,0.15173315892740358,64,84,20,12,33
251,902,450,0.21396895787139691,64,82,18,17,29
252,1062,534,0.10922787193973638,55,81,26,14,36
253,526,278,0.07414448669201523,62,82,20,17,37
254,863,460,0.27114716106604864,72,95,23,22,56
255,688,348,0.1642441860465116,67,83,16,9,23
256,557,238,0.45960502692998206,67,85,18,17,42
257,579,295,0.2538860103626943,64,79,15,7,12
258,773,421,0.22380336351875807,67,83,16,10,24
259,886,447,0.20090293453724606,67,84,17,16,47
260,1106,580,0.189873417721519,67,86,19,11,41
261,1077,567,0.24048282265552456,67,89,22,14,31
262,716,378,0.20530726256983245,55,69,14,7,29
263,777,424,0.20205920205920203,67,81,14,9,24
264,596,301,0.41778523489932884,67,86,19,11,31
265,837,468,0.2532855436081243,69,81,12,8,13
266,781,400,0.4033290653008963,57,69,12,8,7
267,377,172,0.20954907161803715,67,91,24,18,24
268,418,208,0.507177033492823,52,67,15,10,23
269,715,375,0.38181818181818183,72,81,9,6,18
270,610,336,0.180327868852459,67,84,17,9,17
271,637,319,0.23390894819466246,64,84,20,11,15
272,468,250,0.5192307692307692,72,91,19,11,19
273,630,321,0.21746031746031746,57,74,17,8,16
274,890,446,0.20898876404494382,55,81,26,13,16
275,416,211,0.6274038461538461,55,76,21,13,14
276,539,303,0.30983302411873836,67,83,16,10,20
277,739,391,0.18809201623815963,67,84,17,8,14
278,929,497,0.13993541442411195,69,91,22,10,14
279,651,362,0.39938556067588327,67,88,21,11,24
280,811,409,0.2601726263871763,67,84,17,8,31
281,452,245,0.581858407079646,62,74,12,8,15
282,568,295,0.18838028169014087,55,77,22,12,14
283,520,264,0.23076923076923073,64,81,17,10,14
284,853,434,0.4431418522860492,55,72,17,8,15
285,566,297,0.215547703180212,67,89,22,19,39
286,545,263,0.36880733944954125,64,84,20,9,12
287,679,340,0.21796759941089838,64,84,20,13,19
288,818,426,0.26650366748166254,69,88,19,12,14
289,559,280,0.35241502683363146,67,89,22,20,38
290,486,254,0.21604938271604934,64,88,24,14,17
291,657,342,0.2009132420091324,67,88,21,11,15
292,643,324,0.5614307931570762,76,93,17,11,12
293,491,240,0.5458248472505092,67,81,14,7,13
294,584,314,0.23287671232876717,67,84,17,11,13
295,665,344,0.33684210526315794,57,74,17,10,11
296,458,209,0.31222707423580787,67,83,16,10,19
297,555,285,0.4972972972972973,64,81,17,9,11
298,655,345,0.26870229007633584,67,83,16,11,36
299,413,199,0.27360774818401934,67,93,26,14,13
300,607,345,0.7792421746293245,59,76,17,10,20
301,590,287,0.5254237288135593,69,88,19,12,15
302,619,324,0.41518578352180935,67,81,14,9,15
303,748,390,0.23395721925133695,67,84,17,13,17
304,422,196,0.8696682464454977,67,81,14,8,14
305,682,355,0.5733137829912023,67,88,21,11,14
306,713,396,0.24403927068723708,40,74,34,21,10
307,757,414,0.2919418758256275,55,76,21,11,20
308,301,155,0.7840531561461794,67,81,14,7,16
309,947,477,0.27349524815205917,67,84,17,9,19
310,958,478,0.2338204592901879,67,84,17,11,19
311,584,295,0.1643835616438356,74,88,14,10,17
312,714,389,0.18487394957983194,60,79,19,13,18
313,453,233,0.15011037527593818,67,81,14,9,23
314,497,264,0.41649899396378265,57,77,20,16,21
315,442,228,0.08597285067873306,71,93,22,17,19
316,536,272,0.10634328358208955,64,84,20,17,23
317,490,265,0.3734693877551021,57,81,24,12,15
318,392,207,0.12755102040816324,55,75,20,18,26
319,546,296,0.18315018315018317,69,86,17,11,22
320,561,284,0.19786096256684493,67,81,14,8,10
321,519,280,0.19845857418111756,67,84,17,10,14
322,542,270,0.21217712177121772,69,84,15,8,15
323,479,239,0.3110647181628392,67,83,16,9,21
324,524,269,0.08778625954198471,60,79,19,11,16
325,518,279,0.4073359073359073,64,81,17,11,25
326,234,113,0.45299145299145294,60,72,12,6,8
327,731,404,0.6142270861833106,67,81,14,8,10
328,750,388,0.2453333333333333,64,84,20,18,31
329,617,326,0.32739059967585094,60,76,16,9,19
330,658,344,0.8844984802431611,55,67,12,8,25
331,194,114,0.5824742268041236,72,81,9,6,22
332,457,259,0.4573304157549234,72,84,12,7,8
333,526,265,0.28707224334600756,60,76,16,8,11
334,341,173,0.2404692082111437,60,76,16,8,11
335,547,266,0.4369287020109689,64,81,17,9,13
336,838,440,0.616945107398568,67,81,14,8,10
337,533,288,0.2945590994371482,52,71,19,12,19
338,893,450,0.2665173572228443,67,84,17,10,10
339,575,310,0.3756521739130435,60,81,21,13,23
340,705,384,0.21985815602836878,69,88,19,10,23
341,736,370,0.5869565217391304,67,96,29,15,25
342,897,486,0.3723522853957637,69,88,19,10,20
343,536,249,0.2649253731343284,72,92,20,18,33
344,637,339,0.16797488226059654,60,81,21,14,19
345,610,336,0.2704918032786885,67,91,24,12,20
346,841,420,0.24851367419738402,72,93,21,13,6
347,567,310,0.12874779541446213,67,84,17,12,20
348,528,259,0.2992424242424242,57,81,24,14,17
349,438,219,0.271689497716895,62,86,24,15,17
350,487,255,0.4845995893223819,57,81,24,18,29
351,680,360,0.44852941176470584,57,69,12,6,11
352,543,307,0.1933701657458563,62,81,19,9,8
353,592,330,0.6081081081081081,67,84,17,11,16
354,540,265,0.2666666666666667,67,86,19,12,9
355,958,499,0.6033402922755742,55,72,17,9,10
356,524,269,0.2557251908396947,60,79,19,12,8
357,605,354,0.31404958677685946,59,69,10,7,8
358,436,203,0.37385321100917435,60,79,19,12,7
359,547,274,0.5210237659963437,65,83,18,13,20
360,612,315,0.326797385620915,55,72,17,10,9
361,515,248,0.6,67,85,18,13,17
362,532,258,0.43609022556390975,67,81,14,8,17
363,552,276,0.38586956521739135,55,72,17,10,8
364,553,283,0.433996383363472,53,67,14,10,19
365,507,236,0.5502958579881656,67,84,17,9,9
366,819,409,0.3223443223443223,55,67,12,8,16
367,448,208,0.6428571428571428,60,76,16,10,12
368,752,404,0.19148936170212771,60,77,17,11,17
369,606,303,0.13531353135313529,55,67,12,8,13
370,529,255,0.34404536862003776,60,81,21,13,8
371,576,308,0.4756944444444444,52,72,20,9,6
372,520,274,0.6307692307692307,64,81,17,10,18
373,641,351,0.500780031201248,69,84,15,10,33
374,672,336,0.34226190476190477,55,72,17,10,18
375,543,288,0.41804788213627997,55,72,17,8,17
376,500,270,0.42800000000000005,69,84,15,9,18
377,429,227,0.6573426573426573,53,67,14,7,14
378,487,241,0.35523613963039014,50,67,17,11,9
379,525,262,0.4704761904761905,69,84,15,10,18
380,593,320,0.4401349072512648,60,79,19,11,28
381,548,300,0.5054744525547445,55,76,21,13,16
382,607,303,0.3245469522240527,52,74,22,11,11
383,683,359,0.3587115666178624,50,72,22,13,15
384,512,275,0.30078125,52,67,15,8,13
385,1055,592,0.4473933649289099,55,74,19,9,9
386,1101,559,0.5485921889191644,62,79,17,11,14
387,601,315,0.39267886855241263,72,86,14,9,10
388,647,336,0.714064914992272,57,76,19,9,10
389,587,316,0.5110732538330494,64,76,12,6,12
390,685,357,0.8423357664233577,57,74,17,6,11
391,575,302,0.3443478260869566,67,91,24,13,16
392,735,405,0.6462585034013606,48,67,19,10,10
393,573,310,0.5532286212914486,62,81,19,10,14
394,580,358,0.6620689655172414,52,66,14,12,25
395,566,298,0.2826855123674912,57,76,19,9,13
396,583,309,0.37221269296741,67,88,21,11,9
397,749,404,0.28037383177570097,67,84,17,9,13
398,514,265,0.1264591439688716,60,84,24,15,22
399,731,373,0.6839945280437756,68,84,16,13,25
400,580,298,0.2689655172413793,67,84,17,10,21
401,550,275,0.1072727272727273,60,85,25,20,20
402,759,393,0.21739130434782605,67,84,17,10,12
403,473,228,0.36997885835095135,67,81,14,7,10
404,714,371,0.4873949579831933,67,84,17,9,12
405,551,298,0.28856624319419233,64,84,20,12,20
406,707,353,0.19801980198019797,64,81,17,9,12
407,497,248,0.5211267605633803,60,77,17,11,9
408,590,315,0.5254237288135593,60,76,16,10,16
409,624,314,0.10897435897435892,64,79,15,8,10
410,810,437,0.20493827160493827,72,93,21,13,21
411,726,376,0.303030303030303,72,84,12,8,12
412,653,333,0.47013782542113325,67,81,14,7,10
413,550,255,0.62,69,81,12,7,22
414,491,249,0.7169042769857434,67,84,17,9,14
415,583,306,0.3276157804459692,64,82,18,16,18
416,590,314,0.35084745762711866,65,81,16,8,13
417,593,313,0.23440134907251264,67,88,21,13,22
418,698,387,0.4770773638968482,57,78,21,17,35
419,609,312,0.5665024630541872,64,83,19,10,15
420,383,195,0.2088772845953003,67,83,16,10,13
421,532,281,0.6165413533834587,57,76,19,11,16
422,567,283,0.5696649029982364,60,81,21,13,13
423,605,319,0.5421487603305786,72,91,19,15,22
424,664,336,0.7063253012048193,69,86,17,9,26
425,526,266,0.35361216730038025,67,84,17,10,12
426,558,287,0.3602150537634409,64,84,20,9,13
427,619,330,0.25201938610662356,67,81,14,9,10
428,553,291,0.2513562386980108,62,81,19,11,19
429,808,432,0.6175742574257426,64,83,19,10,12
430,693,350,0.3145743145743146,64,81,17,13,17
431,741,406,0.6167341430499325,67,84,17,11,18
432,500,256,0.244,55,71,16,9,12
433,399,199,0.27318295739348375,55,67,12,8,14
434,481,256,0.4428274428274428,64,81,17,11,21
435,685,360,0.637956204379562,76,91,15,11,15
436,638,325,0.23510971786833856,45,67,22,12,8
437,670,359,0.3731343283582089,67,84,17,10,28
438,596,390,0.35906040268456374,65,83,18,12,14
439,620,328,0.4580645161290322,60,76,16,14,22
440,706,385,0.13456090651558072,60,81,21,12,17
441,629,327,0.45468998410174877,69,88,19,10,11
442,784,398,0.6415816326530612,67,84,17,10,9
443,552,284,0.2554347826086957,60,77,17,18,33
444,519,285,0.4219653179190751,55,76,21,12,13
445,677,358,0.7090103397341212,55,67,12,7,6
446,606,318,0.48679867986798675,43,79,36,16,10
447,218,108,0.6238532110091743,55,67,12,6,12
448,836,492,0.17942583732057416,59,77,18,12,17
449,743,384,0.28129205921938094,67,84,17,8,11
450,610,315,0.5622950819672131,60,76,16,9,16
451,810,433,0.32592592592592595,52,72,20,9,13
452,460,230,0.5108695652173914,60,78,18,13,22
453,650,324,0.3061538461538461,64,83,19,13,15
454,868,452,0.2626728110599078,55,72,17,12,17
455,470,253,0.21489361702127663,55,69,14,10,14
456,513,267,0.2748538011695907,62,81,19,15,22
457,592,317,0.3057432432432432,67,83,16,10,15
458,803,404,0.7123287671232876,57,81,24,14,13
459,607,305,0.6589785831960462,55,72,17,10,16
460,663,337,0.4811463046757164,50,64,14,8,13
461,661,332,0.6187594553706506,60,77,17,11,14
462,559,218,0.6976744186046512,53,67,14,8,23
463,481,240,0.3305613305613305,69,84,15,10,21
464,526,278,0.6939163498098859,55,76,21,8,13
465,583,291,0.39279588336192106,64,85,21,19,28
466,533,309,0.649155722326454,52,72,20,13,21
467,553,276,0.511754068716094,57,74,17,12,12
468,535,207,0.5570093457943925,55,76,21,10,9
469,568,284,0.5246478873239437,60,79,19,10,13
470,946,499,0.4386892177589852,55,72,17,10,8
471,448,211,0.2834821428571429,67,81,14,7,11
472,546,294,0.2765567765567766,55,75,20,16,13
473,468,239,0.6388888888888888,50,80,30,23,22
474,555,263,0.5279279279279279,57,72,15,7,6
475,541,283,0.31608133086876156,69,84,15,7,13
476,468,253,0.3910256410256411,67,84,17,11,14
477,754,408,0.3076923076923077,55,72,17,9,8
478,469,207,0.6780383795309168,67,81,14,8,12
479,592,305,0.5793918918918919,64,80,16,17,16
480,469,267,0.2857142857142857,48,67,19,11,13
481,678,373,0.5929203539823009,55,67,12,8,10
482,756,390,0.20370370370370372,55,74,19,12,10
483,540,262,0.3407407407407408,55,76,21,13,11
484,390,202,0.34615384615384615,55,69,14,9,12
485,523,274,0.4474187380497132,69,89,20,13,21
486,731,375,0.3775649794801642,60,76,16,9,11
487,703,385,0.6714082503556188,62,88,26,13,12
488,521,303,0.4664107485604606,64,84,20,13,17
489,507,270,0.5443786982248521,52,67,15,9,14
490,491,249,0.5560081466395113,67,79,12,9,17
491,636,319,0.41981132075471694,69,88,19,10,11
492,713,392,0.31977559607293127,57,76,19,9,7
493,522,260,0.3869731800766284,60,83,23,12,12
494,457,242,0.3741794310722101,67,91,24,16,16
495,936,475,0.2863247863247863,69,81,12,6,6
496,668,337,0.33532934131736525,69,84,15,9,15
497,547,292,0.4972577696526508,67,81,14,7,13
498,466,232,0.3755364806866953,55,71,16,8,14
499,508,238,0.6811023622047244,67,88,21,12,23
500,455,247,0.5428571428571429,57,76,19,10,20
501,904,500,0.5165929203539823,67,88,21,12,8
502,647,357,0.527047913446677,65,83,18,13,9
503,477,250,0.23270440251572322,64,82,18,17,11
504,753,414,0.3067729083665338,52,74,22,12,11
505,621,342,0.6312399355877617,64,81,17,9,12
506,560,290,0.3464285714285714,64,76,12,7,13
507,662,334,0.7356495468277946,69,81,12,8,12
508,739,371,0.21244925575101492,57,76,19,10,15
509,547,273,0.506398537477148,57,79,22,10,12
510,615,326,0.6,65,81,16,8,21
511,732,408,0.5396174863387978,55,74,19,9,14
512,645,347,0.3550387596899225,64,81,17,8,10
513,609,320,0.7192118226600985,60,76,16,10,12
514,693,367,0.19480519480519476,71,93,22,14,20
515,579,293,0.3592400690846287,55,72,17,9,13
516,551,305,0.32123411978221417,67,86,19,14,12
517,604,314,0.6490066225165563,64,83,19,9,10
518,739,411,0.2733423545331529,67,85,18,17,21
519,747,396,0.23293172690763053,67,86,19,20,24
520,513,288,0.5516569200779727,71,84,13,10,8
521,528,268,0.4053030303030303,67,84,17,10,13
522,641,347,0.5444617784711389,55,69,14,7,14
523,479,239,0.47599164926931103,64,81,17,10,13
524,772,431,0.22150259067357514,55,76,21,13,18
525,799,404,0.2503128911138923,57,76,19,10,10
526,514,267,0.19260700389105057,67,84,17,10,16
527,503,267,0.7256461232604374,69,81,12,6,7
528,539,290,0.29313543599257885,62,79,17,11,19
529,765,398,0.611764705882353,71,83,12,9,16
530,646,312,0.4643962848297214,67,86,19,12,16
531,808,437,0.39603960396039606,62,86,24,14,13
532,541,284,0.7467652495378928,62,88,26,13,12
533,799,400,0.6608260325406758,71,84,13,9,14
534,934,476,0.7098501070663812,55,72,17,8,7
535,682,352,0.7096774193548387,64,83,19,11,9
536,604,346,0.3062913907284768,67,85,18,16,18
537,536,302,0.23134328358208955,55,74,19,10,18
538,414,199,0.5338164251207729,62,79,17,9,11
539,1062,536,0.5602636534839924,64,84,20,10,8
540,656,353,0.6478658536585367,67,84,17,10,9
541,1050,534,0.2276190476190476,64,83,19,12,22
542,739,386,0.7861975642760487,64,81,17,9,10
543,604,301,0.7582781456953642,69,86,17,9,15
544,571,305,0.21190893169877412,69,90,21,17,25
545,937,485,0.38633938100320175,52,67,15,8,8
546,522,316,0.5440613026819923,67,84,17,9,10
547,969,488,0.3395252837977296,57,76,19,12,13
548,932,483,0.4141630901287554,55,76,21,12,30
549,482,276,0.5394190871369295,69,91,22,12,19
550,683,354,0.31918008784773055,67,84,17,10,9
551,791,398,0.34386852085967134,67,84,17,12,21
552,647,366,0.6738794435857804,60,79,19,12,18
553,658,343,0.3237082066869301,52,69,17,10,13
554,599,316,0.7629382303839733,62,76,14,8,14
555,508,268,0.5767716535433071,67,88,21,11,13
556,1006,507,0.610337972166998,57,81,24,12,19
557,531,287,0.6271186440677966,64,79,15,14,22
